GEOID,state_id,state_fips,dem_margin,dem_votes,gop_votes
53001,48,53,-0.3454312553373185,1533,3151
53003,48,53,-0.1496208239393318,4149,5609
53005,48,53,-0.23925690540210215,31122,50698
53007,48,53,-0.17285446066258858,13657,19365
53009,48,53,-0.019106989002077912,19354,20108
53011,48,53,-0.038810123161461096,96032,103787
53013,48,53,-0.36851766865534646,688,1491
53015,48,53,-0.14585416805564816,19217,25780
53017,48,53,-0.3041309630387518,5441,10197
53019,48,53,-0.24695459579180512,1360,2252
53021,48,53,-0.19008194998949363,9636,14159
53023,48,53,-0.396163469557965,362,837
53025,48,53,-0.35467653527912574,9242,19401
53027,48,53,-0.027914386645425004,14034,14840
53029,48,53,0.005466245358304311,21797,21560
53031,48,53,0.31054381846635365,13399,7049
53033,48,53,0.35699194843797694,677943,321242
53035,48,53,0.052606533583953896,66360,59727
53037,48,53,-0.16498457355017515,7984,11139
53039,48,53,-0.1617333209613065,4517,6260
53041,48,53,-0.354542014727712,11088,23269
53043,48,53,-0.4404432132963989,1616,4160
53045,48,53,-0.07858622020989081,13126,15365
53047,48,53,-0.1341484818346692,7400,9693
53049,48,53,-0.010706638115631717,5313,5428
53051,48,53,-0.26786751888436955,2520,4364
53053,48,53,0.0015491493838803994,176822,176275
53055,48,53,0.3822365393465255,7509,3356
53057,48,53,-0.007637340449813068,28261,28696
53059,48,53,-0.11095152603231595,2476,3094
53061,48,53,0.04517879994617818,182541,166760
53063,48,53,-0.0805212828241213,106009,124576
53065,48,53,-0.37840775685899386,7148,15851
53067,48,53,0.0981165535375772,71830,58994
53069,48,53,-0.20050977060322855,941,1413
53071,48,53,-0.1631772916176586,10672,14834
53073,48,53,0.13275520630815557,62634,47953
53075,48,53,-0.006322264623796814,8723,8834
53077,48,53,-0.10010494253756175,35158,42980
54001,49,54,-0.03723753280839892,2701,2928
54003,49,54,-0.19650195928509984,14879,23103
54005,49,54,0.34413369713506137,5649,2622
54007,49,54,0.23685776631620709,2959,1765
54009,49,54,0.0510948905109489,4570,4087
54011,49,54,0.18254111151122315,18148,12065
54013,49,54,0.013766730401529648,1193,1157
54015,49,54,0.18004625041295014,1683,1138
54017,49,54,-0.29201680672268904,905,1739
54019,49,54,0.3267607448933566,9631,4560
54021,49,54,0.030799220272904437,1195,1116
54023,49,54,-0.39764359351988215,1313,3203
54025,49,54,0.29812438302073047,8589,4361
54027,49,54,-0.32052194543297746,2537,5239
54029,49,54,-0.0538888442049385,5322,5992
54031,49,54,-0.13987774181948942,2237,3015
54033,49,54,0.08490399236182333,14317,11916
54035,49,54,0.08770645187535592,6200,5122
54037,49,54,-0.08437526223042713,9588,11599
54039,49,54,0.2736804901036758,44756,23849
54041,49,54,-0.010334433759150274,3222,3294
54043,49,54,0.22372267854656824,4141,2534
54045,49,54,0.1870138377139114,6781,4497
54049,49,54,0.13829603387194334,12142,8941
54051,49,54,0.06057142857142861,6491,5696
54053,49,54,0.1466315686848006,5566,4062
54047,49,54,0.15664018161180482,3459,2493
54055,49,54,-0.1442581871597684,9323,12662
54057,49,54,-0.311173233161527,3485,7047
54059,49,54,0.15601104502973656,5168,3699
54061,49,54,0.04626275474932945,16016,14343
54063,49,54,0.04004771642808452,2797,2562
54065,49,54,-0.38150989099717403,1929,4764
54067,49,54,0.25153183092740683,5780,3358
54069,49,54,0.018256478552799493,8377,8048
54071,49,54,-0.07375751820196264,1335,1568
54073,49,54,0.13394264103372205,1713,1288
54075,49,54,0.20326086956521744,1975,1227
54077,49,54,-0.20854632587859417,3964,6575
54079,49,54,0.13723776223776224,13410,9956
54081,49,54,0.19112273291092563,16841,11140
54083,49,54,0.056641695596564956,5120,4500
54085,49,54,-0.3056240749876665,1284,2523
54087,49,54,0.13262999246420498,2794,2090
54089,49,54,0.18906882591093116,2727,1793
54091,49,54,-0.014672515504462302,3005,3102
54093,49,54,-0.036802760207015506,1481,1609
54095,49,54,-0.14199890770071,1449,1969
54097,49,54,-0.1076789210354579,3726,4716
54099,49,54,0.178215240205984,8558,5824
54101,49,54,0.06837891927951967,1474,1269
54103,49,54,0.10967844635466417,3234,2545
54105,49,54,0.026748971193415627,1171,1106
54107,49,54,0.03585623915355762,17240,15959
54109,49,54,0.28038216560509555,4842,2641
30001,34,30,-0.17752540346682605,1989,2880
30003,34,30,0.281228512491405,2724,1497
30005,34,30,0.1973400431344357,1629,1080
30007,34,30,-0.1690446650124069,1282,1827
30009,34,30,-0.06052674627842303,2775,3145
30011,34,30,-0.6574307304785894,128,650
30013,34,30,0.10227336830823042,19019,15393
30015,34,30,-0.03611317944899478,1260,1357
30017,34,30,-0.18336162988115445,2065,3037
30019,34,30,-0.3707518022657054,289,649
30021,34,30,-0.46769091730682333,1077,3147
30023,34,30,0.4328974535443909,3034,1147
30025,34,30,-0.4698713608666215,368,1062
30027,34,30,-0.2460132890365449,2176,3657
30029,34,30,-0.15135294613504174,19202,26384
30031,34,30,0.14913680545480923,30758,22534
30033,34,30,-0.6680327868852458,114,603
30035,34,30,0.48454004225081626,3799,1276
30037,34,30,-0.29038854805725967,166,308
30039,34,30,-0.10350492880613366,790,979
30041,34,30,0.17573662056524353,3811,2642
30043,34,30,-0.07488027862429253,3086,3602
30045,34,30,-0.1909385113268609,485,721
30047,34,30,0.014720095160211166,6561,6363
30049,34,30,0.2267731144407275,21363,13296
30051,34,30,-0.19938650306748462,378,573
30053,34,30,-0.2563016310103792,3308,5728
30057,34,30,-0.1564486364568382,1982,2745
30055,34,30,-0.514018691588785,248,798
30059,34,30,-0.238716148445336,364,602
30061,34,30,-0.09068865179437441,878,1065
30063,34,30,0.3391337211212988,39717,19078
30065,34,30,-0.3480730223123732,741,1599
30067,34,30,0.09759162303664926,5066,4134
30069,34,30,-0.5226586102719033,74,247
30071,34,30,-0.5378753922008068,493,1693
30073,34,30,-0.0403427347375937,1310,1423
30075,34,30,-0.49061913696060033,257,780
30077,34,30,-0.18826835265191427,1103,1639
30079,34,30,-0.4679029957203995,173,501
30081,34,30,-0.14161523080935412,9455,12713
30083,34,30,-0.5124408801151553,1085,3577
30085,34,30,0.1379125301851355,2039,1525
30087,34,30,-0.16582064297800336,1430,2018
30089,34,30,-0.19920516641828118,2267,3470
30091,34,30,-0.1380775358470525,773,1033
30093,34,30,0.43982160671322107,12007,4512
30095,34,30,-0.2604651162790698,1748,3036
30097,34,30,-0.3161080074487896,706,1385
30099,34,30,-0.10206561360874844,1441,1777
30101,34,30,-0.20057999033349444,799,1214
30103,34,30,-0.25892857142857145,160,276
30105,34,30,-0.22216599190283404,1465,2343
30107,34,30,-0.15320910973084884,399,547
30109,34,30,-0.436697247706422,143,381
30111,34,30,-0.006946401397734336,33974,34467
50001,47,50,-0.07967607105538144,8576,10101
50003,47,50,-0.023729792147806017,8140,8551
50005,47,50,-0.33286388282515317,4494,9221
50007,47,50,0.05666702714393862,42993,38277
50009,47,50,-0.4540763673890609,736,2056
50011,47,50,-0.37575504135303406,6425,14512
50013,47,50,-0.2881642512077295,1422,2615
50015,47,50,-0.15505090054815973,5242,7222
50017,47,50,-0.17354138398914515,5901,8459
50019,47,50,-0.4136559496188267,3299,8291
50021,47,50,-0.28005676826383724,10155,18443
50023,47,50,-0.10252737458619804,13756,16977
50025,47,50,0.23600821208604839,13372,8084
50027,47,50,0.024591262396140456,14742,14008
37001,13,37,-0.07722830998644375,32032,37501
37003,13,37,-0.47038232237597766,4648,13248
37005,13,37,-0.3644561337591583,1643,3583
37007,13,37,0.12793584113041817,5851,4511
37009,13,37,-0.3374050350067034,4304,8834
37011,13,37,-0.49395530589815606,1978,6023
37013,13,37,-0.2419388741749695,8855,14610
37015,13,37,0.19473229706390333,5504,3700
37017,13,37,-0.06654402435929974,7263,8312
37019,13,37,-0.22846785529333435,25285,40726
37021,13,37,0.21734217103118547,81877,51874
37023,13,37,-0.2865630004649481,13372,24466
37025,13,37,-0.15730603193058385,37918,52530
