fips,clinton_votes,clinton_percent,clinton_margin,trump_votes,trump_percent,johnson_votes,johnson_percent,other_votes,other_percent
00001,2573,0.3876167520337451,-0.09144320578487491,3180,0.47905995781862004,416,0.06266947875866224,469,0.07065381138897259
00002,1585,0.2886016023306628,-0.29187909686817193,3188,0.5804806991988347,371,0.06755280407865986,348,0.06336489439184267
00003,1241,0.1630106396952581,-0.5466964402994877,5403,0.7097070799947458,518,0.06804150794693288,451,0.05924077236306318
00004,4162,0.43713895599201763,0.00966285054090954,4070,0.4274761054511081,585,0.061443125722088016,704,0.07394181283478626
00005,3187,0.40311156083986843,-0.06273716164938026,3683,0.4658487224892487,512,0.06476094105742473,524,0.06627877561345813
00006,2536,0.29976359338061465,-0.28286052009456264,4929,0.5826241134751773,471,0.055673758865248224,524,0.06193853427895981
00007,1510,0.18205931999035446,-0.533518205931999,5935,0.7155775259223535,431,0.051965276103207135,418,0.050397877984084884
00008,1218,0.1508732813080639,-0.6079524340393906,6126,0.7588257153474545,364,0.04508856682769726,365,0.045212436516784346
00009,1843,0.20582979673888765,-0.47542997542997545,6100,0.6812597721688631,510,0.0569577842305115,501,0.05595264686173777
00010,1808,0.2,-0.49192477876106194,6255,0.691924778761062,493,0.054535398230088496,484,0.05353982300884956
00011,2142,0.22107544638249563,-0.44400866962534824,6444,0.6650841160078439,572,0.05903602022912581,531,0.054804417380534626
00012,1928,0.20203290369904642,-0.49261238604212515,6629,0.6946452897411716,548,0.05742429005553809,438,0.04589751650424395
00013,1684,0.2577682534823205,-0.35879381601102095,4028,0.6165620694933415,480,0.07347313638450942,341,0.052196540639828565
00014,3043,0.29203454894433784,-0.2816698656429942,5978,0.573704414587332,802,0.07696737044145874,597,0.0572936660268714
00015,1828,0.3669209152950622,-0.1399036531513449,2525,0.5068245684464071,335,0.06724207145724609,294,0.059012444801284626
00016,3294,0.44298009682625067,0.01223776223776224,3203,0.43074233458848843,464,0.062399139322216246,475,0.06387842926304464
00017,3290,0.48467884502062464,0.09899823217442544,2618,0.3856806128461992,419,0.0617265763111373,461,0.06791396582203889
00018,3909,0.5281005133747636,0.16549581194271823,2684,0.3626047014320454,424,0.0572818157254796,385,0.05201296946771143
00019,2669,0.5569699499165276,0.21556761268781305,1636,0.34140233722871455,190,0.03964941569282137,297,0.06197829716193656
00020,4151,0.5813725490196079,0.2750700280112045,2187,0.3063025210084034,395,0.055322128851540614,407,0.05700280112044818
00021,4224,0.48849311900080955,0.08615704868740603,3479,0.4023360703134035,526,0.0608303457846652,418,0.048340464901121774
00022,3270,0.39058767319636883,-0.11144290492116576,4203,0.5020305781175346,446,0.05327281414237936,453,0.05410893454371715
00023,2894,0.41796649335644137,-0.050837666088965894,3246,0.46880415944540726,424,0.06123627960716349,360,0.05199306759098787
00024,3578,0.3851453175457481,-0.12174381054897743,4709,0.5068891280947255,574,0.06178686759956943,429,0.04617868675995694
00025,3378,0.4156515319306017,-0.0538944259874492,3816,0.4695459579180509,521,0.0641072966654362,412,0.05069521348591116
00026,3374,0.3788882650196519,-0.13183604716451436,4548,0.5107243121841663,536,0.06019090398652442,447,0.050196518809657496
00027,3729,0.42457019241716953,-0.04053284754639647,4085,0.465103039963566,489,0.055675737219628825,480,0.05465103039963566
00028,4749,0.4155946442635862,-0.058983110177649456,5423,0.4745777544412357,696,0.06090837490154896,559,0.048919226393629126
00029,2101,0.22365339578454332,-0.4519906323185011,6347,0.6756440281030445,463,0.04928677879497552,483,0.05141579731743666
00030,1816,0.2029050279329609,-0.4891620111731843,6194,0.6920670391061452,502,0.05608938547486034,438,0.04893854748603352
00031,3466,0.3404046356315066,-0.21125515615792578,5617,0.5516597917894324,500,0.04910626595953644,599,0.05882930661952465
00032,2701,0.36148286937901497,-0.14226445396145615,3764,0.5037473233404711,519,0.0694593147751606,488,0.06531049250535331
00033,5978,0.6017716931749547,0.32675659351721364,2732,0.27501509965774107,513,0.05164082947453191,711,0.07157237769277229
00034,4220,0.4474605025978157,0.02809882303043154,3955,0.4193616795673842,609,0.06457427632276534,647,0.06860354151203478
00035,3749,0.4146206591462066,-0.03937182039371817,4105,0.4539924795399248,450,0.0497677504976775,738,0.08161911081619111
00036,2693,0.32587124878993223,-0.21381897386253634,4460,0.5396902226524686,585,0.0707889641819942,526,0.06364956437560504
